emp_no,first_name,last_name,birth_date,from_date,to_date,titles
200273,Basil,Manders,1958-01-27,2000-11-30,2001-10-14,Engineer
200376,Chaitali,Strehl,1962-02-18,2000-12-26,1999-01-01,Senior Staff
200489,Weiwu,Vesel,1958-05-27,2000-01-14,2000-06-11,Senior Staff
200504,Dmitri,Farris,1954-08-04,2000-07-07,1999-01-01,Senior Engineer
200615,Along,Brodal,1956-08-20,2000-12-14,1999-01-01,Senior Staff
200657,Boalin,Markovitch,1955-03-18,2000-04-26,1999-01-01,Technique Leader
200658,Nathan,Gire,1954-10-06,2000-01-11,1999-01-01,Senior Staff
200682,Masato,Orlowski,1964-11-02,2000-01-30,1999-01-01,Staff
200746,Tremaine,Lorho,1954-01-07,2000-04-06,1999-01-01,Staff
200766,Boutros,Benner,1959-11-02,2000-07-26,2001-11-02,Engineer
200777,Ziyad,Alpay,1958-10-23,2000-04-17,1999-01-01,Staff
200787,Jiakeng,Schmezko,1960-12-25,2000-10-21,1999-01-01,Senior Engineer
200807,Woody,Pews,1963-10-13,2000-04-01,1999-01-01,Staff
200835,Gil,Gihr,1962-08-27,2000-12-04,2000-12-27,Engineer
200891,Arvin,Detkin,1954-04-10,2000-08-22,2001-01-31,Assistant Engineer
200962,Goh,Melter,1952-02-25,2000-01-27,1999-01-01,Senior Staff
200996,Tonia,Niizuma,1964-06-15,2000-07-03,1999-01-01,Staff
201015,Kerhong,Yoshimura,1954-11-03,2000-05-19,1999-01-01,Staff
201101,Lokesh,Wilharm,1956-05-18,2000-04-23,1999-01-01,Engineer
201130,Gladys,Farrar,1959-09-14,2000-04-20,1999-01-01,Senior Staff
201197,Yongmao,Eugenio,1962-07-12,2000-03-10,1999-01-01,Engineer
201258,Hyuncheol,Verhaegen,1960-06-18,2000-10-07,1999-01-01,Senior Staff
201319,Dekang,Riexinger,1958-06-24,2000-10-20,1999-01-01,Engineer
201337,Constantijn,Bennis,1961-06-06,2000-01-08,2001-09-28,Staff
201423,Phule,Parveen,1953-02-16,2000-01-21,2000-04-18,Engineer
201748,Sahrah,Schusler,1961-12-18,2000-10-13,1999-01-01,Senior Engineer
201789,Sreekrishna,Sethi,1953-09-10,2000-01-23,1999-01-01,Engineer
201938,Valter,Lieberherr,1956-11-24,2000-10-04,1999-01-01,Staff
202025,Leucio,Puoti,1962-01-06,2000-01-28,2002-01-01,Engineer
202133,Marsja,Chinen,1958-05-21,2000-05-23,1999-01-01,Senior Engineer
202156,Arunas,Rathonyi,1952-10-29,2000-02-01,1999-01-01,Assistant Engineer
202334,Rafols,Bharadwaj,1962-03-15,2000-01-15,1999-01-01,Engineer
202458,Sariel,Zockler,1954-05-08,2000-02-09,1999-01-01,Engineer
202527,Suvo,Hatcliff,1958-10-11,2000-06-15,1999-01-01,Senior Engineer
202617,Marla,Perl,1952-10-05,2000-09-22,1999-01-01,Engineer
202626,Berna,Schreiter,1955-07-15,2000-06-29,1999-01-01,Staff
202796,Isaac,Sifakis,1958-04-19,2000-09-09,1999-01-01,Staff
202820,Martins,Peternell,1962-01-24,2000-01-05,1999-01-01,Staff
202837,Kiyotoshi,Marchegay,1952-09-01,2000-07-31,2002-04-22,Senior Engineer
202838,Mack,Tyugu,1963-04-04,2000-01-01,1999-01-01,Senior Staff
202884,Chaitali,Sridhar,1952-03-05,2000-10-05,1999-01-01,Senior Engineer
202904,Parke,Stifter,1957-07-29,2000-05-22,1999-01-01,Senior Staff
202938,Krister,Haraldson,1964-12-05,2000-08-26,1999-01-01,Engineer
202939,Youssef,Itschner,1958-08-31,2000-01-01,1999-01-01,Staff
203090,Clyde,Rikino,1956-09-08,2000-09-28,2002-05-11,Engineer
203252,Zongyan,Bondorf,1956-02-20,2000-12-03,1999-01-01,Senior Staff
203328,Hairong,Poujol,1958-03-25,2000-06-30,1999-01-01,Senior Engineer
203335,Kerhong,Rajcani,1958-11-14,2000-01-16,1999-01-01,Assistant Engineer
203587,Vojin,Syang,1956-09-30,2000-08-04,1999-01-01,Senior Engineer
203599,Ewing,DiGiano,1965-01-21,2000-02-01,1999-01-01,Technique Leader
203610,Babette,Ariola,1960-03-06,2000-01-16,2000-10-18,Senior Engineer
203641,Mingdong,Gaughan,1963-07-31,2000-01-18,1999-01-01,Engineer
203647,Aruna,Kleiser,1963-12-11,2000-07-08,1999-01-01,Senior Engineer
203833,Guozhong,Gulak,1957-02-28,2000-02-22,1999-01-01,Engineer
203840,Masoud,Antonakopoulos,1955-06-01,2000-01-19,1999-01-01,Engineer
203843,Abdulah,Famili,1955-06-25,2000-08-03,1999-01-01,Technique Leader
203917,Wojceich,Berendt,1959-12-18,2000-01-08,2000-06-09,Technique Leader
204069,Geoffrey,Billingsley,1961-02-07,2000-10-28,1999-01-01,Staff
204117,Jessie,Nooteboom,1965-01-10,2000-12-13,1999-01-01,Staff
204158,Arve,Cichocki,1961-09-13,2000-01-11,1999-01-01,Engineer
204253,Yinghua,Itschner,1959-05-16,2000-01-03,1999-01-01,Staff
204268,Froduald,Backhouse,1955-01-09,2000-01-31,1999-01-01,Engineer
204402,Magy,Moffat,1958-12-06,2000-02-12,1999-01-01,Senior Engineer
204434,Ung,Wrigley,1964-02-15,2000-01-07,1999-01-01,Senior Staff
204435,Bluma,Czaja,1954-03-01,2000-08-29,1999-01-01,Senior Engineer
204554,Mayumi,Zolotykh,1954-05-25,2000-06-03,1999-01-01,Engineer
204564,Randy,Pulkowski,1954-06-23,2000-12-28,1999-01-01,Engineer
204616,Goetz,Kranzdorf,1957-10-02,2000-01-31,1999-01-01,Engineer
204627,Shao,Riexinger,1964-06-02,2000-01-06,1999-01-01,Engineer
204653,Fatemeh,Grospietsch,1959-10-31,2000-10-31,1999-01-01,Engineer
204735,Arra,Papsdorf,1960-03-30,2000-07-02,1999-01-01,Senior Engineer
204793,Heejo,Vickson,1952-05-17,2000-11-03,1999-01-01,Senior Staff
204809,Yannis,Atrawala,1952-07-01,2000-01-13,2001-05-21,Staff
204894,Troy,Merro,1962-07-07,2000-09-13,1999-01-01,Senior Engineer
204939,Kellie,Keirsey,1956-03-08,2000-12-29,1999-01-01,Senior Engineer
204970,Alois,Bahl,1961-11-08,2000-01-15,1999-01-01,Senior Staff
205048,Ennio,Alblas,1960-09-12,2000-01-06,1999-01-01,Senior Staff
205123,Vishu,Samarati,1959-11-04,2000-10-26,1999-01-01,Senior Staff
205175,King,Yoshimura,1964-05-28,2000-08-14,1999-01-01,Senior Engineer
205233,Adib,Paludetto,1953-04-27,2000-09-04,1999-01-01,Senior Staff
205287,Ronghao,Hanabata,1964-12-09,2000-05-24,2002-06-08,Staff
205419,Magy,Templeman,1961-09-22,2000-05-03,1999-01-01,Senior Engineer
205441,Gill,Syrotiuk,1953-10-25,2000-05-29,1999-01-01,Senior Staff
205660,Kien,Barreiro,1965-01-27,2000-10-24,1999-01-01,Staff
205687,Xiaoshan,Uhrig,1957-09-02,2000-09-06,2001-05-26,Engineer
205718,Sumali,DuCasse,1952-11-01,2000-02-05,1999-01-01,Senior Engineer
205802,Phillip,Pezzoli,1961-01-21,2000-02-14,1999-01-01,Senior Engineer
205810,Lenore,Chiola,1952-04-12,2000-09-21,1999-01-01,Senior Staff
205895,Steve,Garnick,1954-09-29,2000-10-23,1999-01-01,Senior Staff
205996,Sampalli,Ligten,1963-02-09,2000-01-24,1999-01-01,Senior Engineer
206006,Mamdouh,Lemarechal,1961-08-31,2000-03-15,1999-01-01,Staff
206169,Gererd,Lanphier,1958-07-08,2000-01-25,1999-01-01,Staff
206195,Hironobu,Maginnis,1962-05-14,2000-07-30,1999-01-01,Senior Engineer
206285,Parke,Farrar,1952-07-23,2000-01-05,1999-01-01,Assistant Engineer
206399,Macha,Hasham,1954-02-15,2000-11-06,1999-01-01,Senior Engineer
206435,Mariangiola,Picco,1954-10-25,2000-01-11,1999-01-01,Staff
206471,Yuqun,Itschner,1956-11-08,2000-01-08,1999-01-01,Staff
206524,Khaled,Molberg,1963-05-31,2000-11-17,1999-01-01,Staff
206532,Peternela,Birdsall,1955-12-13,2000-07-27,2001-09-02,Senior Staff
206570,Tristan,Schmezko,1953-08-13,2000-06-19,1999-01-01,Staff
206710,Ravishankar,Barriga,1955-02-08,2000-11-21,1999-01-01,Engineer
206723,Aamer,Cummings,1956-05-22,2000-01-19,1999-01-01,Technique Leader
206904,Naraig,Pfau,1957-10-28,2000-10-09,1999-01-01,Senior Staff
206942,Tesuro,Billawala,1953-12-19,2000-12-07,1999-01-01,Senior Staff
207018,Masamitsu,Prampolini,1963-11-26,2000-01-02,1999-01-01,Staff
207060,Reinhard,Fujisawa,1959-09-02,2000-05-14,1999-01-01,Senior Engineer
207107,Shaunak,Shinomoto,1962-08-01,2000-10-09,1999-01-01,Staff
207140,Nigel,Georgakopoulos,1957-08-30,2000-01-19,1999-01-01,Senior Engineer
207183,Leen,Zastre,1963-09-25,2000-09-03,1999-01-01,Senior Engineer
207219,Mani,Jenevein,1957-06-24,2000-05-30,1999-01-01,Engineer
207249,Candido,Tsukune,1957-04-23,2000-08-25,1999-01-01,Senior Staff
207265,Sachar,Klyachko,1960-11-02,2000-01-17,1999-01-01,Staff
207359,Eirik,Nanard,1956-09-25,2000-01-13,1999-01-01,Engineer
207362,Mani,Billawala,1959-11-19,2000-01-05,1999-01-01,Engineer
207375,Honesty,Fujisaki,1955-07-09,2000-06-14,2001-06-12,Senior Engineer
207441,Vitali,Lorcy,1953-12-22,2000-12-08,1999-01-01,Engineer
207487,Aleksander,Kabayashi,1959-01-31,2000-08-14,2001-07-12,Senior Staff
207543,Margo,Roison,1958-01-25,2000-10-31,1999-01-01,Engineer
207613,Gaurav,Iwayama,1963-09-18,2000-01-10,1999-01-01,Staff
207616,Nidapan,Marciano,1961-07-29,2000-02-20,1999-01-01,Engineer
207643,Ulises,Marrakchi,1958-09-07,2000-03-24,1999-01-01,Senior Staff
207672,Shan,Luga,1954-05-19,2000-10-24,1999-01-01,Technique Leader
207839,Zine,Cullers,1961-06-18,2000-03-12,1999-01-01,Assistant Engineer
207950,Vishu,Brizzi,1957-10-09,2000-11-19,1999-01-01,Senior Engineer
208038,Gurbir,Siochi,1964-09-07,2000-09-28,1999-01-01,Assistant Engineer
208046,Panayotis,Baranowski,1953-05-29,2000-01-07,1999-01-01,Senior Engineer
208087,Xianlong,Lueh,1952-03-07,2000-08-06,1999-01-01,Staff
208104,Bartek,Bahr,1956-01-25,2000-01-27,1999-01-01,Engineer
208214,Venkatesan,Seuren,1958-03-12,2000-03-18,2001-02-10,Staff
208242,Brewster,Schicker,1961-04-20,2000-01-23,1999-01-01,Senior Engineer
208251,Berni,Plumb,1964-10-10,2000-04-07,1999-01-01,Senior Engineer
208318,Rutger,Egerstedt,1953-03-02,2000-10-26,1999-01-01,Assistant Engineer
208421,Lihong,Birnbaum,1961-07-23,2000-06-09,1999-01-01,Engineer
208582,Hideyuki,Khamsi,1953-05-30,2000-03-06,1999-01-01,Staff
208678,Eckart,Unni,1960-02-15,2000-04-10,2001-06-25,Senior Engineer
208731,Mingsen,Ranai,1957-11-13,2000-05-19,1999-01-01,Senior Engineer
208858,Torsten,Nastansky,1957-09-03,2000-01-31,1999-01-01,Engineer
208939,Krisda,Preusig,1964-07-09,2000-07-16,1999-01-01,Engineer
209090,Otmar,Binding,1963-05-17,2000-08-19,1999-01-01,Engineer
209151,Siddarth,Olivero,1955-09-01,2000-01-21,1999-01-01,Assistant Engineer
209230,Shounak,Sewelson,1954-08-04,2000-05-03,2002-04-30,Engineer
209261,Cathie,Olivero,1961-06-14,2000-01-08,1999-01-01,Staff
209270,Adam,Baja,1964-07-13,2000-01-05,1999-01-01,Engineer
209338,Rosli,Veldwijk,1962-08-12,2000-01-24,1999-01-01,Senior Staff
209379,Freyja,Jording,1956-06-18,2000-01-11,1999-01-01,Staff
209399,Hisao,Perelgut,1954-03-12,2000-01-13,1999-01-01,Assistant Engineer
209411,Dinkar,Uchoa,1964-01-27,2000-09-01,1999-01-01,Engineer
209419,Vugranam,Kabayashi,1953-10-30,2000-03-17,1999-01-01,Staff
209534,Jiang,Aloia,1952-12-11,2000-01-19,1999-01-01,Engineer
209632,Shaibal,Back,1961-04-18,2000-01-01,1999-01-01,Senior Engineer
209644,Kenroku,Grandbois,1961-12-19,2000-01-09,1999-01-01,Assistant Engineer
209655,Shaibal,Ligten,1954-10-30,2000-11-18,1999-01-01,Staff
209691,Jiafu,Feinberg,1955-08-05,2000-11-15,1999-01-01,Senior Engineer
209772,Satoru,Kowalchuk,1963-05-29,2000-01-10,1999-01-01,Engineer
209787,Iara,Kroft,1956-07-23,2000-10-12,1999-01-01,Senior Engineer
209790,Marsha,Czaja,1956-07-27,2000-01-04,1999-01-01,Staff
209806,Janalee,Kusakabe,1958-07-20,2000-08-07,1999-01-01,Engineer
209918,Ronghao,Gils,1961-06-05,2000-01-26,1999-01-01,Staff
210061,Tetsurou,Improta,1959-07-27,2000-01-31,1999-01-01,Senior Engineer
210109,Hugo,Krone,1953-09-18,2000-01-01,1999-01-01,Senior Staff
210642,Pantung,Merey,1961-07-17,2000-10-30,1999-01-01,Technique Leader
210652,Parke,Legleitner,1959-11-22,2000-04-16,1999-01-01,Senior Staff
210658,Masasuke,Azulay,1957-01-13,2000-01-14,2000-06-14,Staff
210793,Aluzio,Snedden,1954-10-13,2000-02-27,1999-01-01,Senior Engineer
210917,Angus,Piancastelli,1957-11-26,2000-01-04,1999-01-01,Engineer
210979,Kauko,Undy,1964-04-18,2000-08-25,1999-01-01,Senior Staff
210997,Ghassan,Cummings,1952-06-13,2000-01-16,1999-01-01,Assistant Engineer
211003,Iara,Kulisch,1963-01-30,2000-07-19,1999-01-01,Engineer
211051,Ravishankar,Chinen,1961-08-04,2000-08-16,1999-01-01,Engineer
211115,Zhilian,Plesums,1954-05-28,2000-05-01,2002-01-14,Engineer
211170,Sakthirel,Tiemann,1952-09-16,2000-04-28,1999-01-01,Senior Staff
211359,Tsvetan,Gaughan,1953-12-17,2000-01-26,2000-12-31,Staff
211482,Nahla,Erie,1959-11-26,2000-01-21,1999-01-01,Engineer
211503,Maja,Peternell,1955-09-20,2000-01-22,1999-01-01,Engineer
211514,Serenella,Eterovic,1957-07-15,2000-01-12,1999-01-01,Staff
211530,Toshiko,Zultner,1962-01-24,2000-03-02,1999-01-01,Staff
211739,Olivera,Veldwijk,1960-10-17,2000-06-14,1999-01-01,Assistant Engineer
211844,Naftali,Heyers,1952-02-20,2000-02-11,1999-01-01,Senior Staff
211864,Arie,Deyuan,1961-03-10,2000-05-31,1999-01-01,Staff
211904,Shichao,Nishimukai,1953-08-16,2000-03-03,1999-01-01,Senior Staff
212080,Nathan,Cronau,1955-09-28,2000-10-25,1999-01-01,Senior Engineer
212081,Valery,Preusig,1963-11-10,2000-01-04,1999-01-01,Engineer
212118,Marke,Bach,1952-09-11,2000-08-17,1999-01-01,Engineer
212285,Kazuyasu,Badr,1957-11-11,2000-03-16,2000-08-26,Staff
212344,Saddek,Karlin,1964-01-03,2000-11-28,1999-01-01,Engineer
212372,Manohar,Winter,1957-06-22,2000-07-07,1999-01-01,Staff
212391,Hyuckchul,Marrevee,1958-04-19,2000-02-05,1999-01-01,Senior Engineer
212551,Hercules,Magliocco,1963-06-09,2000-02-01,1999-01-01,Staff
212557,Kerhong,Hemaspaandra,1964-10-18,2000-09-25,1999-01-01,Engineer
212609,Marl,Kolinko,1960-12-06,2000-01-12,1999-01-01,Engineer
212634,Menkae,Zallocco,1962-01-29,2000-07-01,1999-01-01,Engineer
212707,Vatsa,Baig,1954-02-01,2000-01-09,1999-01-01,Engineer
212709,Guiseppe,Gini,1957-09-18,2000-11-18,1999-01-01,Engineer
212739,Pradeep,Frolund,1953-11-30,2000-02-10,1999-01-01,Engineer
212789,Oksana,Oaver,1953-07-31,2000-09-16,1999-01-01,Senior Engineer
212818,Sanjeeva,Greenaway,1957-08-25,2000-12-12,1999-01-01,Engineer
212827,Lijie,Hemaspaandra,1959-04-20,2000-02-01,1999-01-01,Senior Staff
212947,Snehasis,Passino,1964-08-12,2000-08-22,1999-01-01,Senior Staff
213121,Angel,Koshiba,1960-04-11,2000-01-13,1999-01-01,Staff
213189,Arvind,Giarratana,1964-08-17,2000-04-19,2000-06-03,Engineer
213295,Torsten,Panwar,1955-09-22,2000-01-09,2000-02-08,Engineer
213471,Dipankar,Jiafu,1956-03-04,2000-01-12,1999-01-01,Engineer
213516,Adel,Fiebach,1960-07-09,2000-01-04,1999-01-01,Staff
213518,Conor,Hegner,1956-11-13,2000-04-15,1999-01-01,Staff
213614,Cathie,Matzen,1955-07-22,2000-07-04,1999-01-01,Engineer
213659,Gino,Vidal,1954-12-15,2000-12-04,2001-11-13,Staff
213694,Patricia,Lanphier,1956-05-27,2000-05-16,1999-01-01,Senior Staff
213725,Chuanti,Monarch,1961-12-06,2000-08-20,1999-01-01,Senior Engineer
213734,Boaz,Sessa,1954-08-27,2000-10-07,1999-01-01,Staff
213744,Georgi,Bolsens,1962-02-25,2000-07-15,2002-04-30,Staff
213765,Jasminko,Lung,1962-11-25,2000-01-17,1999-01-01,Senior Engineer
213773,Arif,Waleschkowski,1955-04-30,2000-06-08,1999-01-01,Senior Engineer
214070,Arnould,Geffroy,1963-08-08,2000-09-05,1999-01-01,Senior Engineer
214079,Tsutomu,Cmelik,1958-05-15,2000-06-23,1999-01-01,Staff
214340,Arra,Ernst,1961-12-28,2000-04-05,1999-01-01,Senior Staff
214413,Sungwon,Goodrum,1960-03-21,2000-01-29,2001-04-17,Staff
214519,Sadun,Ushiama,1955-04-08,2000-04-13,2000-09-07,Engineer
214557,Subhash,Joslin,1956-12-16,2000-01-05,2000-01-11,Staff
214668,Danny,Staylopatis,1956-10-10,2000-02-26,2001-02-10,Technique Leader
214758,Remmert,Bruckman,1954-01-02,2000-06-14,1999-01-01,Senior Engineer
214767,Dharmaraja,Bahk,1961-11-06,2000-04-26,2001-10-23,Technique Leader
214844,Byong,Paludetto,1960-07-17,2000-01-02,1999-01-01,Staff
214939,Christophe,Neiman,1957-09-23,2000-01-19,1999-01-01,Engineer
215020,Xiadong,Flexer,1952-03-09,2000-04-30,1999-01-01,Engineer
215049,Lech,Guardalben,1958-11-01,2000-01-07,1999-01-01,Staff
215087,Somnath,Litzler,1957-06-05,2000-08-25,1999-01-01,Technique Leader
215240,Sanjiv,Chepyzhov,1956-05-05,2000-06-04,1999-01-01,Staff
215255,Kish,Journel,1959-02-25,2000-01-07,2001-05-07,Staff
215307,Zhenhua,Cardazo,1956-09-10,2000-12-31,2001-04-16,Engineer
215402,Sanjiv,Prochazka,1955-01-02,2000-01-01,1999-01-01,Staff
215450,Werner,Beznosov,1959-11-29,2000-01-21,2002-07-18,Engineer
215493,Zdislav,Nastansky,1960-03-01,2000-04-26,1999-01-01,Senior Engineer
215541,Kolar,Naudin,1958-07-24,2000-01-26,1999-01-01,Staff
215581,Karoline,Gulak,1953-10-25,2000-04-04,1999-01-01,Staff
215606,Pohua,Gewali,1963-11-27,2000-02-06,1999-01-01,Senior Staff
215709,Matt,Merey,1960-02-04,2000-09-19,1999-01-01,Engineer
215847,Xiaobin,Benzaken,1956-07-28,2000-08-10,1999-01-01,Staff
215918,Danco,Gurbaxani,1957-09-15,2000-07-29,1999-01-01,Staff
215949,Nahum,Pagter,1959-02-20,2000-01-10,1999-01-01,Senior Engineer
215999,Arto,Lamma,1958-11-14,2000-04-17,1999-01-01,Staff
216086,Otmar,Bain,1956-02-29,2000-01-10,1999-01-01,Engineer
216145,Neelam,Herber,1954-10-09,2000-08-25,1999-01-01,Engineer
216226,IEEE,Khasidashvili,1961-07-13,2000-01-13,1999-01-01,Engineer
216289,Gurbir,Dehkordi,1957-11-23,2000-12-25,2001-04-23,Staff
216389,Garnik,Naudin,1954-04-08,2000-10-05,1999-01-01,Engineer
216434,Vidya,Veevers,1964-03-24,2000-07-31,1999-01-01,Engineer
216443,Troy,Pero,1954-03-15,2000-05-01,1999-01-01,Senior Engineer
216450,Arunachalam,Bruckman,1955-03-02,2000-01-28,1999-01-01,Engineer
216501,Bernd,Ranai,1961-01-06,2000-01-18,1999-01-01,Staff
216565,Sangeeta,Alvarado,1964-08-04,2000-01-07,2001-02-03,Engineer
216605,Baziley,Hemaspaandra,1955-08-05,2000-07-19,1999-01-01,Senior Staff
216768,Aamod,Facello,1962-01-06,2000-01-17,1999-01-01,Staff
216850,Vivian,Iivonen,1959-11-14,2000-01-19,1999-01-01,Engineer
216867,Kannan,Emiris,1963-04-10,2000-11-30,1999-01-01,Senior Staff
217005,Percy,Ghemri,1954-09-01,2000-03-15,1999-01-01,Senior Engineer
217015,Trygve,Dulay,1957-03-28,2000-07-22,1999-01-01,Technique Leader
217039,Xumin,Hiltgen,1962-01-16,2000-01-13,1999-01-01,Senior Staff
217044,Dines,Gyimothy,1953-08-30,2000-06-25,1999-01-01,Technique Leader
217080,Masami,Puoti,1965-01-12,2000-01-21,1999-01-01,Senior Engineer
217110,Neven,Cichocki,1956-12-20,2000-05-10,1999-01-01,Senior Engineer
217139,Shaowen,Driscoll,1955-07-19,2000-02-16,2000-11-15,Senior Staff
217193,Visit,Milicic,1957-09-10,2000-04-27,1999-01-01,Senior Staff
217203,Supot,Gustavson,1958-11-17,2000-11-10,1999-01-01,Staff
217263,Ramya,Merey,1955-05-04,2000-01-08,1999-01-01,Assistant Engineer
217328,Steve,Iisaka,1960-05-23,2000-01-03,1999-01-01,Engineer
217537,Quingbo,Huttel,1961-08-28,2000-04-08,1999-01-01,Engineer
217546,Chinhyun,Brickell,1952-07-08,2000-09-04,1999-01-01,Senior Staff
217616,Leif,Uhrik,1962-06-05,2000-05-13,1999-01-01,Senior Staff
217640,Sajjad,Perez,1960-10-23,2000-05-19,1999-01-01,Senior Staff
217665,Toshimitsu,Papadias,1962-04-28,2000-01-13,2001-03-20,Engineer
217694,Gen,Hinsberger,1956-05-29,2000-01-09,2001-04-05,Engineer
217889,Duri,Luef,1952-03-10,2000-09-04,2000-10-07,Senior Engineer
217925,Teruyuki,Dulay,1959-06-10,2000-10-02,1999-01-01,Staff
218062,Ottavia,Brobst,1959-05-04,2000-01-02,1999-01-01,Senior Engineer
218078,Ramzi,Beerel,1961-07-15,2000-08-11,1999-01-01,Technique Leader
218089,Weiye,Busillo,1960-10-09,2000-04-07,1999-01-01,Staff
218117,Guozhong,Dratva,1962-04-15,2000-01-29,1999-01-01,Staff
218119,Giri,Mahmud,1955-09-24,2000-01-01,1999-01-01,Staff
218229,Nirmal,Peac,1958-03-06,2000-10-21,1999-01-01,Staff
218386,Arunachalam,Peternell,1962-09-01,2000-04-30,1999-01-01,Senior Engineer
218406,Saddek,Seiwald,1962-07-04,2000-08-22,1999-01-01,Engineer
218464,Mana,Fordan,1964-06-27,2000-05-07,1999-01-01,Engineer
218580,Kwee,Speek,1952-12-09,2000-01-23,1999-01-01,Engineer
218643,Bodo,Stille,1953-03-23,2000-12-30,2001-07-31,Technique Leader
218894,Bluma,Steinauer,1953-07-14,2000-01-21,1999-01-01,Staff
218903,Laurentiu,Demke,1958-05-04,2000-11-20,1999-01-01,Senior Staff
218922,Alois,Lambe,1958-08-06,2000-08-28,1999-01-01,Engineer
218933,Kazunori,Heiserman,1954-09-26,2000-12-17,1999-01-01,Engineer
218965,Jiakeng,Uludag,1955-03-27,2000-01-02,1999-01-01,Staff
218968,Arnd,Hinsberger,1958-09-15,2000-07-17,1999-01-01,Technique Leader
219130,Shirish,Zallocco,1963-12-03,2000-05-06,1999-01-01,Technique Leader
219202,Goetz,Boudaillier,1959-12-03,2000-06-23,1999-01-01,Technique Leader
219218,Margareta,Hutton,1956-07-24,2000-07-03,1999-01-01,Staff
219277,Amstein,Hemaspaandra,1956-02-24,2000-01-19,1999-01-01,Engineer
219429,Kristian,Begiun,1955-07-29,2000-01-31,2000-10-23,Engineer
219496,Bouchung,Montemayor,1952-08-28,2000-04-01,1999-01-01,Staff
219564,Harngdar,Reinhard,1962-06-20,2000-07-07,1999-01-01,Engineer
219613,Hironobu,Kuzuoka,1959-08-12,2000-03-01,1999-01-01,Engineer
219634,Moon,Pillow,1956-11-27,2000-05-30,1999-01-01,Staff
219654,Shir,Puppo,1953-06-01,2000-02-09,1999-01-01,Senior Engineer
219740,Zine,Schiettecatte,1964-09-14,2000-08-17,1999-01-01,Technique Leader
219813,Ranan,Krupka,1957-03-10,2000-10-31,1999-01-01,Senior Staff
219822,Bojan,Menhoudj,1960-08-21,2000-01-18,2001-09-24,Senior Staff
219954,Nobuyoshi,Mikschl,1964-01-10,2000-01-03,1999-01-01,Staff
220002,Chrisa,Bojadziev,1964-04-18,2000-01-26,1999-01-01,Engineer
220290,Gladys,Desikan,1955-05-20,2000-01-28,1999-01-01,Senior Engineer
220327,Genki,Stille,1961-04-20,2000-11-30,1999-01-01,Senior Engineer
220337,Domenick,Lieberherr,1954-05-01,2000-06-05,1999-01-01,Staff
220365,Tonny,Menhardt,1964-01-12,2000-01-14,1999-01-01,Staff
220550,Harjit,Orsini,1960-10-22,2000-12-07,2002-04-10,Staff
220560,Idoia,Roison,1961-08-21,2000-11-21,1999-01-01,Staff
220601,Sastry,Templeman,1961-11-21,2000-02-01,1999-01-01,Staff
220627,Satosi,DuCasse,1959-12-19,2000-03-19,1999-01-01,Staff
220703,Serif,Thibadeau,1956-03-06,2000-01-01,1999-01-01,Engineer
220757,Chriss,Beutelspacher,1959-12-22,2000-08-06,1999-01-01,Engineer
220777,Qunsheng,Peac,1961-01-03,2000-12-13,1999-01-01,Senior Staff
220851,Serge,Dalphin,1960-03-06,2000-01-17,1999-01-01,Senior Engineer
220854,Ung,Hockney,1957-06-18,2000-01-09,2000-11-24,Assistant Engineer
220951,Mang,Kohling,1957-10-14,2000-01-18,1999-01-01,Staff
220982,Jianhao,Leppanen,1957-09-04,2000-01-21,2000-05-01,Senior Engineer
221042,Baruch,Kamble,1953-12-28,2000-01-18,1999-01-01,Staff
221058,Magy,Siprelle,1960-10-18,2000-05-22,2000-06-27,Staff
221073,Marek,Siegrist,1958-10-20,2000-01-01,2001-01-06,Engineer
221129,Sumali,Cools,1952-09-07,2000-08-24,1999-01-01,Engineer
221229,Gad,Haumacher,1961-08-09,2000-11-20,1999-01-01,Staff
221292,Ranan,Parveen,1962-02-06,2000-03-17,1999-01-01,Engineer
221309,Bogdan,Lunn,1958-03-13,2000-12-28,1999-01-01,Staff
221336,Behnaam,Giaccio,1963-02-27,2000-11-15,1999-01-01,Senior Engineer
221412,Kinh,Ciolek,1952-05-23,2000-03-01,1999-01-01,Staff
221539,Leon,Ranon,1955-02-17,2000-01-10,1999-01-01,Engineer
221643,Sadok,Journel,1959-04-21,2000-08-11,1999-01-01,Staff
221713,Lakshmi,Ratnakar,1954-06-05,2000-10-13,1999-01-01,Senior Staff
221722,Yishay,Willoner,1958-09-22,2000-07-03,1999-01-01,Senior Engineer
221732,Mario,Kaminger,1956-10-19,2000-03-02,1999-01-01,Senior Engineer
221793,Paloma,Marciano,1954-08-14,2000-06-05,2000-09-18,Engineer
221813,Rimon,Suermann,1954-08-06,2000-08-05,1999-01-01,Staff
221883,Sahrah,Pargas,1956-02-27,2000-06-24,2001-02-26,Engineer
221994,Ebbe,Yavatkar,1959-03-28,2000-05-11,1999-01-01,Senior Engineer
222004,Shiv,Olivero,1959-03-12,2000-05-14,1999-01-01,Senior Engineer
222098,Jayson,Pocchiola,1959-09-12,2000-01-29,1999-01-01,Staff
